CustomerID,Age,Subscription,Churned
154,52,Premium,0
155,54,Standard,1
156,64,Basic,0
157,31,Standard,1
158,20,Premium,0
159,18,Basic,0
160,22,Premium,1
161,43,Premium,0
162,72,Basic,1
163,31,Premium,1
164,56,Standard,0
165,44,Basic,0
166,26,Standard,1
167,32,Basic,1
168,32,Standard,0
169,43,Premium,1
170,59,Basic,0
171,30,Basic,0
172,68,Basic,1
173,49,Premium,0
174,56,Standard,1
175,66,Basic,0
176,69,Basic,0
177,49,Premium,0
178,21,Premium,0
179,47,Basic,0
180,54,Premium,0
181,40,Basic,0
182,56,Premium,0
183,62,Premium,0
184,32,Standard,1
185,60,Basic,0
186,46,Premium,0
187,53,Standard,0
188,30,Basic,0
189,49,Premium,0
190,24,Basic,0
191,68,Standard,0
192,39,Premium,1
193,45,Standard,1
194,19,Basic,0
195,59,Standard,0
196,62,Basic,0
197,74,Standard,0
198,70,Basic,0
199,23,Standard,0
200,45,Standard,0
201,45,Premium,0
202,61,Premium,0
203,61,Premium,0
204,37,Premium,0
205,47,Premium,0
206,28,Standard,0
207,75,Premium,0
208,72,Standard,0
209,45,Standard,0
210,42,Standard,0
211,56,Standard,0
212,50,Standard,0
213,18,Standard,0
214,74,Basic,0
215,44,Standard,0
216,74,Basic,0
217,69,Basic,1
218,30,Standard,0
219,58,Premium,0
220,20,Basic,1
221,56,Premium,1
222,23,Premium,0
223,25,Premium,0
224,44,Basic,0
225,26,Standard,0
226,54,Basic,0
227,50,Standard,0
228,68,Premium,0
229,59,Premium,1
230,61,Basic,1
231,41,Premium,0
232,32,Premium,0
233,71,Standard,0
234,49,Premium,1
235,49,Premium,0
236,41,Premium,0
237,58,Standard,0
238,69,Basic,0
239,66,Premium,0
240,66,Basic,1
241,75,Premium,0
242,69,Premium,0
243,29,Basic,0
244,56,Standard,0
245,19,Premium,1
246,20,Standard,1
247,66,Premium,1
248,54,Standard,1
249,66,Basic,0
250,73,Basic,0
251,34,Basic,0
252,66,Premium,1
253,19,Premium,0
254,19,Premium,0
255,45,Premium,1
256,71,Basic,0
257,40,Basic,0
258,54,Basic,0
259,49,Premium,0
260,50,Standard,0
261,18,Basic,1
262,36,Standard,0
263,19,Standard,1
264,70,Basic,0
265,61,Premium,0
266,43,Standard,1
267,49,Basic,0
268,23,Premium,0
269,49,Premium,1
270,72,Standard,0
271,21,Standard,0
272,72,Standard,0
273,28,Basic,0
274,73,Basic,0
275,34,Standard,0
276,55,Standard,1
277,41,Basic,1
278,22,Basic,0
279,69,Basic,0
280,51,Basic,0
281,23,Standard,0
282,39,Basic,0
283,28,Standard,1
284,65,Premium,1
285,33,Basic,0
286,50,Premium,0
287,26,Standard,0
288,23,Premium,0
289,33,Premium,0
290,46,Standard,1
291,20,Standard,0
292,37,Standard,1
293,53,Standard,0
294,36,Standard,0
295,43,Standard,0
296,20,Standard,0
297,36,Standard,0
298,37,Basic,0
299,49,Standard,1
300,24,Basic,0
301,69,Basic,0
302,58,Premium,1
303,50,Basic,1
304,57,Basic,1
305,56,Basic,0
306,35,Basic,1
307,57,Basic,0
308,18,Standard,0
309,28,Basic,0
310,45,Basic,0
311,74,Standard,0
312,42,Premium,0
313,67,Basic,0
314,40,Premium,0
315,48,Standard,0
316,47,Basic,1
317,59,Premium,1
318,52,Basic,0
319,24,Premium,1
320,33,Basic,0
321,43,Premium,0
322,65,Premium,0
323,74,Standard,0
324,69,Premium,1
325,66,Basic,0
326,19,Standard,0
327,18,Standard,0
328,65,Basic,0
329,29,Standard,1
330,22,Basic,1
331,54,Premium,0
332,49,Basic,1
333,72,Premium,0
334,26,Standard,1
335,58,Standard,0
336,52,Basic,0
337,36,Basic,0
338,65,Premium,0
339,33,Basic,0
340,20,Standard,0
341,37,Premium,0
342,41,Basic,1
343,71,Basic,0
344,73,Basic,0
345,50,Standard,0
346,41,Standard,1
347,69,Premium,0
348,28,Standard,1
349,66,Premium,1
350,25,Basic,0
351,53,Basic,0
352,55,Standard,0
353,57,Premium,0
354,37,Standard,1
355,52,Premium,1
356,65,Basic,0
357,42,Basic,0
358,52,Basic,1
359,42,Standard,0
360,46,Basic,0
361,35,Basic,0
362,63,Premium,0
363,35,Standard,1
364,19,Standard,0
365,71,Standard,0
366,52,Premium,1
367,33,Basic,0
368,58,Premium,1
369,53,Premium,0
370,50,Premium,0
371,21,Standard,1
372,50,Standard,0
373,31,Premium,0
374,38,Standard,0
375,65,Premium,0
376,37,Premium,0
377,73,Basic,1
378,25,Basic,1
379,24,Standard,1
380,20,Standard,0
381,34,Premium,0
382,50,Basic,0
383,65,Premium,1
384,29,Premium,0
385,68,Standard,0
386,39,Standard,1
387,72,Premium,0
388,39,Basic,0
389,63,Premium,1
390,47,Standard,1
391,55,Premium,0
392,55,Standard,0
393,62,Standard,1
394,68,Standard,0
395,71,Standard,0
396,25,Premium,0
397,44,Standard,0
398,44,Basic,0
399,51,Premium,0
400,38,Premium,0
401,47,Basic,0
402,50,Basic,1
403,45,Basic,1
404,64,Basic,1
405,50,Basic,0
406,22,Premium,0
407,65,Premium,0
408,36,Basic,1
409,21,Standard,0
410,52,Standard,0
411,66,Standard,1
412,34,Basic,0
413,61,Standard,0
414,45,Standard,1
415,47,Standard,1
416,46,Premium,0
417,63,Premium,1
418,70,Premium,0
419,23,Standard,1
420,52,Basic,0
421,58,Basic,0
422,54,Basic,0
423,41,Premium,1
424,46,Standard,0
425,66,Premium,0
426,63,Standard,0
427,70,Premium,1
428,48,Standard,0
429,52,Basic,0
430,50,Premium,0
431,69,Basic,0
432,38,Basic,0
433,49,Standard,0
434,40,Standard,0
435,50,Premium,0
436,20,Standard,1
437,35,Premium,0
438,42,Premium,0
439,59,Premium,1
440,48,Premium,0
441,71,Basic,1
442,75,Basic,0
443,20,Basic,0
444,57,Standard,0
445,63,Standard,1
446,41,Standard,0
447,67,Premium,0
448,49,Premium,1
449,64,Premium,0
450,39,Premium,0
451,40,Premium,0
452,19,Basic,1
453,44,Basic,0
454,59,Standard,0
455,19,Standard,0
456,43,Standard,0
457,34,Premium,1
458,57,Standard,1
459,50,Basic,1
460,26,Basic,1
461,60,Basic,0
462,71,Standard,0
463,65,Standard,1
464,56,Standard,0
465,46,Standard,0
466,59,Premium,1
467,72,Standard,0
468,43,Premium,1
469,52,Standard,0
470,67,Basic,0
471,42,Standard,0
472,41,Premium,0
473,30,Basic,1
474,75,Standard,0
475,24,Standard,0
476,74,Premium,0
477,53,Basic,0
478,62,Standard,0
479,37,Basic,1
480,18,Standard,0
481,25,Premium,1
482,63,Basic,1
483,33,Standard,0
484,31,Standard,0
485,29,Premium,1
486,68,Standard,0
487,40,Premium,0
488,32,Standard,0
489,45,Standard,1
490,51,Basic,1
491,19,Standard,1
492,49,Basic,0
493,40,Premium,0
494,39,Premium,0
495,68,Standard,0
496,42,Basic,0
497,75,Premium,1
498,39,Premium,1
499,75,Premium,0
500,75,Basic,0
501,39,Premium,0
502,66,Premium,0
503,69,Basic,1
504,59,Basic,1
505,23,Basic,0
506,32,Standard,0
507,71,Basic,0
508,60,Premium,0
509,54,Premium,0
510,50,Premium,0
511,25,Basic,0
512,70,Premium,1
513,61,Premium,0
514,61,Basic,0
515,22,Premium,0
516,56,Basic,0
517,21,Standard,0
518,23,Premium,0
519,62,Premium,0
520,49,Standard,0
521,69,Standard,1
522,47,Premium,0
523,64,Premium,1
524,52,Premium,0
525,72,Basic,0
526,57,Basic,0
527,69,Standard,0
528,33,Premium,1
529,30,Standard,1
530,67,Standard,1
531,59,Basic,1
532,47,Basic,0
533,36,Standard,0
534,34,Standard,0
535,73,Premium,1
536,36,Premium,1
537,45,Standard,0
538,75,Premium,1
539,72,Premium,0
540,43,Basic,0
541,54,Basic,0
542,43,Standard,0
543,70,Premium,1
544,40,Basic,0
545,26,Premium,0
546,29,Basic,0
547,70,Standard,0
548,18,Premium,0
549,75,Basic,0
550,75,Premium,0
551,18,Standard,0
552,64,Basic,0
553,51,Premium,1
554,49,Basic,0
555,71,Standard,0
556,65,Basic,0
557,42,Premium,0
558,57,Basic,0
559,62,Premium,1
560,70,Standard,1
561,18,Premium,1
562,33,Standard,0
563,56,Standard,0
564,22,Basic,1
565,39,Premium,0
566,46,Premium,0
567,72,Basic,1
568,20,Standard,0
569,29,Basic,0
570,43,Standard,0
571,33,Premium,0
572,68,Basic,0
573,54,Standard,0
574,39,Standard,0
575,74,Standard,0
576,46,Basic,0
577,31,Standard,1
578,45,Standard,0
579,22,Basic,0
580,64,Standard,0
581,66,Basic,1
582,47,Basic,0
583,63,Basic,0
584,69,Premium,0
585,22,Standard,1
586,29,Premium,0
587,33,Premium,0
588,43,Basic,0
589,43,Premium,0
590,65,Premium,1
591,38,Premium,1
592,56,Premium,0
593,53,Standard,1
594,50,Basic,0
595,47,Standard,0
596,54,Standard,0
597,40,Premium,0
598,75,Standard,1
599,27,Standard,0
600,71,Standard,0
601,22,Basic,0
602,53,Basic,0
603,51,Basic,0
604,69,Basic,0
605,48,Standard,1
606,27,Basic,0
607,75,Basic,0
608,36,Basic,1
609,75,Premium,1
610,49,Premium,0
611,18,Basic,1
612,73,Basic,0
613,22,Standard,0
614,62,Standard,0
615,21,Premium,1
616,33,Premium,0
617,41,Standard,0
618,33,Standard,0
619,72,Basic,1
620,19,Standard,0
621,66,Premium,0
622,45,Standard,0
623,49,Premium,1
624,44,Premium,1
625,37,Basic,0
626,41,Premium,0
627,29,Standard,1
628,67,Standard,0
629,52,Premium,1
630,50,Premium,1
631,50,Standard,0
632,68,Standard,0
633,60,Basic,0
634,54,Premium,0
635,29,Basic,0
636,20,Premium,0
637,18,Premium,0
638,50,Standard,0
639,57,Basic,0
640,27,Standard,0
641,60,Premium,1
642,61,Standard,0
643,46,Premium,1
644,30,Premium,0
645,29,Premium,0
646,48,Standard,1
647,63,Standard,0
648,19,Basic,0
649,68,Standard,0
650,67,Premium,0
651,52,Basic,0
652,40,Standard,0
653,34,Standard,0
654,43,Standard,0
655,25,Premium,0
656,46,Basic,0
657,43,Standard,0
658,27,Basic,0
659,43,Premium,1
660,51,Basic,0
661,68,Premium,0
662,58,Basic,0
663,24,Premium,1
664,21,Standard,0
665,75,Basic,1
666,70,Basic,0
667,67,Standard,0
668,62,Basic,1
669,28,Premium,0
670,46,Standard,0
671,73,Basic,1
672,53,Standard,1
673,42,Premium,0
674,38,Premium,0
675,74,Basic,1
676,53,Standard,0
677,27,Basic,1
678,54,Basic,0
679,26,Basic,0
680,41,Premium,1
681,52,Standard,0
682,66,Basic,0
683,52,Premium,0
684,65,Basic,0
685,53,Standard,0
686,35,Standard,1
687,66,Basic,0
688,56,Basic,0
689,49,Premium,1
690,41,Basic,0
691,40,Premium,0
692,49,Basic,0
693,54,Basic,1
694,29,Standard,0
695,66,Basic,0
696,72,Premium,0
697,30,Standard,0
698,40,Basic,0
699,42,Basic,0
700,52,Standard,0
701,58,Premium,1
702,47,Premium,0
703,34,Standard,0
704,66,Standard,0
705,37,Standard,0
706,65,Standard,0
707,42,Premium,0
708,39,Basic,0
709,30,Basic,1
710,36,Standard,0
711,66,Standard,0
712,53,Basic,0
713,29,Standard,0
714,58,Standard,0
715,36,Premium,0
716,29,Basic,0
717,26,Premium,1
718,24,Standard,0
719,45,Premium,0
720,31,Basic,0
721,48,Premium,0
722,69,Standard,0
723,36,Basic,1
724,75,Standard,0
725,64,Basic,1
726,33,Basic,1
727,70,Basic,0
728,22,Basic,0
729,52,Premium,0
730,29,Premium,0
731,42,Standard,1
732,69,Standard,0
733,38,Basic,1
734,53,Premium,0
735,70,Standard,1
736,40,Basic,1
737,33,Basic,0
738,74,Premium,0
739,56,Basic,0
740,62,Standard,1
741,70,Standard,1
742,59,Standard,1
743,75,Premium,0
744,56,Basic,0
745,31,Standard,1
746,48,Standard,0
747,75,Basic,1
748,22,Standard,0
749,52,Basic,0
750,40,Premium,0
751,46,Premium,0
752,60,Standard,0
753,28,Basic,0
754,35,Standard,0
755,64,Standard,0
756,29,Standard,0
757,26,Basic,1
758,27,Premium,1
759,75,Premium,1
760,61,Premium,1
761,34,Basic,0
762,55,Basic,0
763,24,Basic,0
764,63,Premium,1
765,30,Basic,0
766,57,Premium,0
767,59,Standard,1
768,26,Premium,0
769,67,Standard,0
770,44,Standard,0
771,75,Standard,0
772,19,Basic,0
773,22,Standard,0
774,46,Basic,0
775,54,Standard,0
776,55,Standard,1
777,36,Standard,1
778,25,Premium,0
779,65,Premium,1
780,62,Premium,0
781,18,Basic,0
782,39,Premium,0
783,69,Basic,0
784,34,Standard,0
785,24,Basic,0
786,42,Standard,0
787,62,Standard,1
788,21,Standard,0
789,53,Basic,0
790,23,Basic,0
791,48,Standard,0
792,36,Premium,0
793,61,Basic,0
794,71,Basic,0
795,56,Basic,1
796,44,Basic,0
797,27,Standard,1
798,43,Premium,0
799,36,Standard,0
800,56,Standard,0
801,20,Basic,0
802,62,Premium,0
803,30,Standard,0
804,67,Basic,1
805,45,Premium,1
806,75,Premium,0
807,37,Basic,0
808,45,Premium,0
809,25,Standard,0
810,58,Standard,1
811,56,Basic,1
812,18,Standard,1
813,20,Premium,0
814,30,Premium,0
815,45,Standard,0
816,74,Basic,1
817,66,Basic,0
818,42,Basic,0
819,73,Premium,0
820,50,Standard,1
821,55,Premium,0
822,70,Standard,0
823,23,Premium,1
824,75,Basic,1
825,61,Standard,0
826,62,Premium,0
827,49,Premium,1
828,62,Standard,1
829,64,Basic,0
830,38,Premium,0
831,33,Standard,0
832,71,Premium,1
833,38,Standard,0
834,28,Standard,0
835,54,Standard,0
836,53,Basic,1
837,52,Basic,0
838,36,Standard,0
839,37,Standard,0
840,74,Basic,0
841,35,Basic,0
842,64,Basic,1
843,58,Standard,0
844,66,Standard,1
845,31,Standard,0
846,32,Premium,0
847,48,Premium,0
848,18,Standard,0
849,70,Premium,0
850,71,Premium,1
851,71,Standard,1
852,20,Basic,0
853,33,Premium,1
854,40,Basic,0
855,74,Standard,1
856,28,Premium,0
857,29,Basic,0
858,27,Basic,1
859,49,Standard,0
860,33,Basic,0
861,25,Premium,0
862,55,Premium,0
863,29,Standard,1
864,41,Standard,0
865,45,Standard,1
866,70,Basic,0
867,25,Standard,0
868,75,Premium,1
869,45,Standard,0
870,53,Premium,1
871,43,Premium,0
872,25,Standard,0
873,75,Premium,0
874,67,Standard,0
875,45,Premium,0
876,45,Basic,1
877,54,Standard,0
878,58,Basic,0
879,53,Premium,0
880,44,Basic,0
881,71,Premium,0
882,34,Standard,1
883,26,Standard,1
884,50,Basic,1
885,70,Premium,1
886,37,Standard,0
887,30,Standard,1
888,45,Standard,0
889,65,Premium,0
890,46,Standard,0
891,30,Basic,0
892,63,Basic,1
893,52,Standard,0
894,23,Premium,1
895,35,Basic,0
896,68,Basic,0
897,22,Basic,1
898,64,Standard,0
899,42,Standard,0
900,19,Basic,0
901,27,Premium,0
902,73,Standard,0
903,47,Premium,0
904,67,Basic,1
905,62,Premium,1
906,22,Premium,1
907,72,Standard,1
908,73,Premium,0
909,50,Premium,0
910,71,Basic,0
911,18,Basic,0
912,35,Premium,1
913,49,Standard,0
914,64,Premium,0
915,66,Standard,0
916,28,Standard,0
917,38,Premium,0
918,43,Basic,0
919,42,Premium,0
920,39,Basic,0
921,44,Basic,0
922,66,Premium,0
923,30,Standard,1
924,50,Premium,0
925,51,Standard,0
926,58,Premium,1
927,52,Premium,0
928,18,Premium,1
929,38,Premium,1
930,65,Basic,0
931,72,Basic,1
932,23,Premium,1
933,45,Basic,0
934,34,Premium,0
935,22,Basic,1
936,48,Premium,1
937,22,Standard,0
938,55,Basic,0
939,20,Basic,1
940,70,Premium,0
941,40,Basic,0
942,54,Premium,1
943,70,Premium,0
944,54,Basic,0
945,27,Premium,1
946,27,Premium,1
947,36,Basic,0
948,34,Standard,0
949,38,Basic,0
950,31,Basic,1
951,26,Standard,0
952,63,Standard,0
953,18,Standard,0
954,68,Standard,1
955,62,Basic,0
956,30,Basic,0
957,21,Premium,0
958,18,Basic,1
959,66,Premium,0
960,57,Standard,0
961,49,Premium,0
962,51,Basic,1
963,45,Standard,0
964,48,Premium,0
965,25,Standard,0
966,56,Basic,1
967,43,Premium,0
968,75,Basic,1
969,51,Standard,1
970,71,Premium,0
971,71,Basic,0
972,20,Basic,0
973,67,Basic,0
974,29,Standard,0
975,18,Basic,0
976,71,Premium,1
977,61,Premium,0
978,22,Standard,1
979,47,Premium,0
980,47,Basic,0
981,74,Standard,1
982,34,Premium,0
983,65,Basic,1
984,64,Premium,0
985,40,Premium,0
986,32,Premium,1
987,54,Standard,0
988,38,Basic,0
989,31,Standard,1
990,19,Standard,0
991,28,Basic,1
992,68,Basic,1
993,56,Standard,1
994,55,Standard,0
995,51,Premium,0
996,55,Basic,1
997,67,Premium,0
998,51,Standard,0
999,35,Basic,0
1000,47,Premium,0
1001,32,Basic,1
1002,44,Basic,1
1003,68,Basic,0
1004,51,Premium,0
1005,69,Premium,1
1006,74,Premium,0
1007,55,Basic,1
1008,50,Basic,0
1009,41,Basic,0
1010,32,Standard,0
1011,47,Standard,1
1012,72,Basic,0
1013,59,Basic,0
1014,68,Standard,0
1015,34,Basic,1
1016,22,Premium,1
1017,46,Basic,0
1018,21,Standard,0
1019,27,Premium,0
1020,73,Standard,0
1021,34,Basic,0
1022,27,Basic,0
1023,34,Standard,0
1024,37,Standard,0
1025,41,Standard,0
1026,22,Standard,1
1027,51,Basic,0
1028,23,Basic,0
1029,70,Basic,0
1030,19,Premium,0
1031,30,Standard,0
1032,60,Premium,1
1033,60,Premium,0
1034,65,Basic,0
1035,28,Standard,0
1036,68,Basic,1
1037,64,Premium,0
1038,74,Basic,0
1039,40,Basic,0
1040,72,Premium,0
1041,33,Basic,1
1042,48,Standard,1
1043,28,Standard,0
1044,71,Basic,0
1045,33,Basic,1
1046,25,Premium,0
1047,21,Premium,0
1048,57,Premium,1
1049,21,Premium,1
1050,73,Premium,0
1051,42,Standard,0
1052,20,Premium,0
1053,49,Basic,1
1054,20,Standard,0
1055,44,Standard,0
1056,46,Standard,0
1057,49,Basic,0
1058,67,Standard,0
1059,75,Basic,0
1060,68,Premium,0
1061,36,Basic,0
1062,38,Basic,1
1063,22,Basic,0
1064,35,Basic,1
1065,45,Premium,1
1066,59,Basic,0
1067,39,Basic,0
1068,38,Premium,1
1069,23,Standard,0
1070,18,Standard,0
1071,22,Standard,0
1072,58,Basic,0
1073,29,Standard,1
1074,43,Premium,1
1075,63,Standard,1
1076,51,Basic,0
1077,66,Standard,0
1078,31,Premium,0
1079,43,Premium,0
1080,62,Standard,0
1081,44,Standard,0
1082,26,Standard,0
1083,43,Premium,0
1084,74,Standard,0
1085,64,Basic,0
1086,74,Standard,0
1087,39,Standard,0
1088,64,Premium,0
1089,73,Premium,1
1090,47,Premium,1
1091,60,Premium,1
1092,65,Basic,0
1093,34,Premium,0
1094,43,Basic,0
1095,53,Premium,1
1096,18,Standard,0
1097,25,Basic,1
1098,66,Standard,0
1099,52,Premium,1
1100,69,Basic,1
1101,32,Basic,0
1102,64,Basic,0
1103,73,Premium,0
1104,39,Basic,0
1105,31,Standard,0
1106,43,Premium,0
1107,45,Basic,0
1108,40,Premium,0
1109,31,Standard,0
1110,41,Standard,0
1111,19,Basic,0
1112,62,Standard,0
1113,43,Premium,1
1114,31,Standard,0
1115,73,Standard,1
1116,68,Standard,0
1117,24,Premium,0
1118,20,Basic,0
1119,64,Standard,0
1120,40,Premium,0
1121,63,Basic,0
1122,60,Premium,0
1123,64,Standard,0
1124,62,Premium,0
1125,35,Basic,1
1126,75,Basic,0
1127,55,Basic,0
1128,52,Standard,1
1129,68,Basic,0
1130,32,Standard,1
1131,42,Basic,0
1132,72,Standard,0
1133,54,Basic,1
1134,45,Standard,0
1135,27,Standard,1
1136,56,Basic,0
1137,74,Premium,0
1138,34,Basic,1
1139,56,Basic,0
1140,39,Basic,1
1141,43,Basic,0
1142,61,Premium,0
1143,42,Premium,0
1144,34,Standard,1
1145,30,Premium,0
1146,37,Basic,0
1147,42,Premium,1
1148,21,Premium,1
1149,27,Standard,0
1150,20,Premium,0
1151,58,Basic,0
1152,62,Premium,0
1153,35,Premium,0
1154,64,Standard,0
1155,53,Premium,0
1156,64,Standard,1
1157,39,Standard,1
1158,51,Standard,0
1159,64,Premium,0
1160,25,Standard,0
1161,57,Standard,0
1162,66,Standard,1
1163,61,Premium,0
1164,36,Standard,0
1165,59,Standard,0
1166,58,Premium,0
1167,54,Premium,0
1168,23,Standard,0
1169,69,Basic,0
1170,43,Basic,0
1171,51,Standard,1
1172,73,Premium,1
1173,62,Premium,0
1174,23,Standard,0
1175,54,Standard,0
1176,74,Standard,0
1177,50,Standard,0
1178,70,Basic,0
1179,39,Standard,0
1180,38,Standard,0
1181,23,Basic,0
1182,23,Standard,0
1183,72,Basic,1
1184,65,Standard,0
1185,21,Basic,0
1186,47,Premium,0
1187,28,Premium,1
1188,47,Standard,1
1189,48,Basic,1
1190,41,Premium,0
1191,72,Standard,0
1192,26,Standard,1
1193,72,Standard,0
1194,20,Standard,0
1195,68,Basic,1
1196,48,Basic,0
1197,57,Basic,0
1198,54,Premium,0
1199,53,Standard,0
1200,41,Basic,0
1201,48,Basic,0
1202,23,Premium,1
1203,19,Standard,0
1204,37,Basic,1
1205,45,Premium,0
1206,28,Basic,0
1207,21,Premium,1
1208,32,Standard,1
1209,23,Standard,0
1210,71,Standard,1
1211,66,Standard,1
1212,47,Standard,1
1213,73,Basic,0
1214,55,Basic,1
1215,68,Basic,1
1216,74,Basic,1
1217,19,Premium,0
1218,32,Premium,0
1219,28,Basic,0
1220,25,Premium,0
1221,43,Basic,1
1222,68,Standard,0
1223,62,Premium,0
1224,61,Standard,1
1225,22,Standard,0
1226,23,Basic,0
1227,43,Premium,0
1228,71,Premium,0
1229,21,Standard,0
1230,36,Standard,1
1231,37,Basic,0
1232,50,Basic,0
1233,37,Standard,0
1234,66,Standard,0
1235,29,Standard,0
1236,64,Basic,0
1237,18,Standard,0
1238,43,Premium,1
1239,31,Premium,0
1240,55,Standard,0
1241,54,Standard,1
1242,28,Standard,0
1243,53,Basic,0
1244,30,Basic,0
1245,60,Premium,0
1246,20,Standard,0
1247,50,Premium,0
1248,23,Premium,0
1249,67,Premium,0
1250,73,Standard,0
1251,27,Premium,0
1252,22,Basic,1
1253,40,Basic,1
1254,27,Standard,1
1255,61,Standard,0
1256,19,Basic,0
1257,30,Basic,0
1258,57,Standard,0
1259,19,Basic,0
1260,37,Premium,0
1261,18,Standard,0
1262,54,Standard,0
1263,26,Basic,1
1264,34,Standard,0
1265,26,Premium,0
1266,28,Standard,0
1267,32,Premium,0
1268,41,Standard,0
1269,55,Premium,0
1270,72,Standard,0
1271,52,Basic,1
1272,47,Basic,1
1273,48,Basic,1
1274,66,Premium,1
1275,22,Basic,0
1276,61,Basic,0
1277,67,Standard,0
1278,31,Basic,0
1279,70,Standard,0
1280,73,Standard,1
1281,28,Premium,0
1282,26,Basic,0
1283,51,Premium,0
1284,29,Basic,1
1285,52,Basic,0
1286,52,Premium,1
1287,18,Standard,1
1288,57,Premium,1
1289,39,Standard,1
1290,46,Premium,1
1291,25,Standard,0
1292,28,Standard,0
1293,58,Premium,0
1294,54,Basic,0
1295,31,Premium,1
1296,47,Standard,0
1297,52,Basic,1
1298,38,Standard,0
1299,54,Standard,0
1300,22,Premium,1
1301,36,Premium,0
1302,31,Premium,0
1303,43,Basic,0
1304,21,Basic,0
1305,42,Standard,0
1306,62,Premium,0
1307,59,Basic,0
1308,42,Basic,1
1309,35,Premium,1
1310,57,Standard,0
1311,25,Premium,0
1312,56,Basic,1
1313,57,Premium,0
1314,31,Standard,0
1315,49,Basic,0
1316,68,Basic,1
1317,55,Premium,0
1318,50,Premium,0
1319,40,Premium,0
1320,32,Basic,0
1321,50,Basic,0
1322,42,Premium,0
1323,34,Standard,1
1324,50,Premium,1
1325,64,Basic,0
1326,72,Premium,0
1327,19,Basic,0
1328,31,Basic,1
1329,70,Standard,1
1330,57,Premium,0
1331,57,Standard,0
1332,68,Premium,1
1333,56,Premium,0
1334,68,Standard,0
1335,23,Premium,0
1336,23,Premium,0
1337,20,Standard,0
1338,24,Standard,1
1339,68,Premium,0
1340,25,Standard,0
1341,59,Premium,0
1342,69,Standard,0
1343,32,Basic,0
1344,64,Basic,0
1345,46,Standard,1
1346,50,Basic,0
1347,69,Premium,0
1348,47,Basic,0
1349,56,Basic,0
1350,44,Basic,1
1351,53,Premium,0
1352,46,Premium,1
1353,55,Standard,0
1354,74,Basic,1
1355,50,Standard,0
1356,54,Basic,0
1357,44,Basic,0
1358,72,Standard,0
1359,50,Standard,1
1360,21,Standard,1
